Designation,d[mm],D[mm],B[mm],C[kN],Co[kN],Pu[kN],G-Speed[r/min],O-Speed[r/min]
71904 ACE/HCP4AL,20.0,37.0,9.0,4.68,2.28,0.098,60000.0,95000.0
S71904 ACE/HCP4A,20.0,37.0,9.0,4.68,2.28,0.098,60000.0,
71904 CE/P4A,20.0,37.0,9.0,4.88,2.4,0.102,56000.0,88000.0
71904 CE/P4AH,20.0,37.0,9.0,4.88,2.4,0.102,56000.0,88000.0
71904 CE/P4AL,20.0,37.0,9.0,4.88,2.4,0.102,56000.0,88000.0
S71904 CE/P4A,20.0,37.0,9.0,4.88,2.4,0.102,56000.0,
71904 CE/HCP4A,20.0,37.0,9.0,4.88,2.4,0.102,68000.0,106000.0
71904 CE/HCP4AH,20.0,37.0,9.0,4.88,2.4,0.102,68000.0,106000.0
71904 CE/HCP4AL,20.0,37.0,9.0,4.88,2.4,0.102,68000.0,106000.0
S71904 CE/HCP4A,20.0,37.0,9.0,4.88,2.4,0.102,68000.0,
71904 ACD/HCP4A,20.0,37.0,9.0,5.72,3.05,0.095,45000.0,67000.0
71904 ACDTP/HCP4B,20.0,37.0,9.0,5.72,3.05,0.095,45000.0,
S71904 ACD/HCP4A,20.0,37.0,9.0,5.72,3.05,0.095,45000.0,
S71904 ACDTP/HCP4B,20.0,37.0,9.0,5.72,3.05,0.095,45000.0,
71904 ACD/P4A,20.0,37.0,9.0,5.72,3.05,0.129,38000.0,56000.0
S71904 ACD/P4A,20.0,37.0,9.0,5.72,3.05,0.129,38000.0,
71904 ACDTP/P4B,20.0,37.0,9.0,5.72,3.05,0.129,40000.0,
S71904 ACDTP/P4B,20.0,37.0,9.0,5.72,3.05,0.129,40000.0,
71904 CD/HCP4A,20.0,37.0,9.0,6.05,3.2,0.1,53000.0,75000.0
71904 CDTP/HCP4B,20.0,37.0,9.0,6.05,3.2,0.1,53000.0,
S71904 CD/HCP4A,20.0,37.0,9.0,6.05,3.2,0.1,53000.0,
S71904 CDTP/HCP4B,20.0,37.0,9.0,6.05,3.2,0.1,53000.0,
71904 CD/P4A,20.0,37.0,9.0,6.05,3.2,0.137,43000.0,63000.0
S71904 CD/P4A,20.0,37.0,9.0,6.05,3.2,0.137,43000.0,
71904 CDTP/P4B,20.0,37.0,9.0,6.05,3.2,0.137,45000.0,
S71904 CDTP/P4B,20.0,37.0,9.0,6.05,3.2,0.137,45000.0,
7004 ACE/HCP4A,20.0,42.0,12.0,7.15,3.25,0.1,58000.0,88000.0
7004 ACE/HCP4AH1,20.0,42.0,12.0,7.15,3.25,0.1,58000.0,88000.0
7004 ACE/HCP4AL,20.0,42.0,12.0,7.15,3.25,0.1,58000.0,88000.0
7004 ACE/HCP4AL1,20.0,42.0,12.0,7.15,3.25,0.1,58000.0,88000.0
7004 ACE/HCP4BVG275,20.0,42.0,12.0,7.15,3.25,0.1,58000.0,
S7004 ACE/HCP4A,20.0,42.0,12.0,7.15,3.25,0.1,58000.0,
S7004 ACE/HCP4BVG275,20.0,42.0,12.0,7.15,3.25,0.1,58000.0,
7004 ACE/P4A,20.0,42.0,12.0,7.15,3.25,0.137,48000.0,75000.0
7004 ACE/P4AH1,20.0,42.0,12.0,7.15,3.25,0.137,48000.0,75000.0
7004 ACE/P4AL,20.0,42.0,12.0,7.15,3.25,0.137,48000.0,75000.0
7004 ACE/P4AL1,20.0,42.0,12.0,7.15,3.25,0.137,48000.0,75000.0
7004 ACE/P4BVG275,20.0,42.0,12.0,7.15,3.25,0.137,48000.0,
S7004 ACE/P4A,20.0,42.0,12.0,7.15,3.25,0.137,48000.0,
S7004 ACE/P4BVG275,20.0,42.0,12.0,7.15,3.25,0.137,48000.0,
7004 CE/HCP4A,20.0,42.0,12.0,7.41,3.35,0.104,65000.0,100000.0
7004 CE/HCP4AH1,20.0,42.0,12.0,7.41,3.35,0.104,65000.0,100000.0
7004 CE/HCP4AL,20.0,42.0,12.0,7.41,3.35,0.104,65000.0,100000.0
7004 CE/HCP4AL1,20.0,42.0,12.0,7.41,3.35,0.104,65000.0,100000.0
7004 CE/HCP4BVG275,20.0,42.0,12.0,7.41,3.35,0.104,65000.0,
S7004 CE/HCP4A,20.0,42.0,12.0,7.41,3.35,0.104,65000.0,
S7004 CE/HCP4BVG275,20.0,42.0,12.0,7.41,3.35,0.104,65000.0,
7004 CE/P4A,20.0,42.0,12.0,7.41,3.35,0.143,54000.0,83000.0
7004 CE/P4AH1,20.0,42.0,12.0,7.41,3.35,0.143,54000.0,83000.0
7004 CE/P4AL,20.0,42.0,12.0,7.41,3.35,0.143,54000.0,83000.0
7004 CE/P4AL1,20.0,42.0,12.0,7.41,3.35,0.143,54000.0,83000.0
7004 CE/P4BVG275,20.0,42.0,12.0,7.41,3.35,0.143,54000.0,
S7004 CE/P4A,20.0,42.0,12.0,7.41,3.35,0.143,54000.0,
S7004 CE/P4BVG275,20.0,42.0,12.0,7.41,3.35,0.143,54000.0,
7004 ACD/HCP4A,20.0,42.0,12.0,8.32,4.15,0.127,45000.0,70000.0
7004 ACD/HCP4AH,20.0,42.0,12.0,8.32,4.15,0.127,45000.0,70000.0
S7004 ACD/HCP4A,20.0,42.0,12.0,8.32,4.15,0.127,45000.0,
7004 ACD/P4A,20.0,42.0,12.0,8.32,4.15,0.173,38000.0,60000.0
7004 ACD/P4AH,20.0,42.0,12.0,8.32,4.15,0.173,38000.0,60000.0
S7004 ACD/P4A,20.0,42.0,12.0,8.32,4.15,0.173,38000.0,
7004 CD/HCP4AH,20.0,42.0,12.0,8.71,4.3,0.132,50000.0,80000.0
S7004 CD/HCP4A,20.0,42.0,12.0,8.71,4.3,0.132,50000.0,
7004 CD/P4A,20.0,42.0,12.0,8.71,4.3,0.18,43000.0,63000.0
7004 CD/P4AH,20.0,42.0,12.0,8.71,4.3,0.18,43000.0,63000.0
S7004 CD/P4A,20.0,42.0,12.0,8.71,4.3,0.18,43000.0,
7204 ACD/HCP4A,20.0,47.0,14.0,11.4,5.6,0.173,38000.0,56000.0
S7204 ACD/HCP4A,20.0,47.0,14.0,11.4,5.6,0.173,38000.0,
7204 ACD/P4A,20.0,47.0,14.0,11.4,5.6,0.236,32000.0,48000.0
S7204 ACD/P4A,20.0,47.0,14.0,11.4,5.6,0.236,32000.0,
7204 CD/HCP4A,20.0,47.0,14.0,11.9,5.85,0.18,43000.0,60000.0
S7204 CD/HCP4A,20.0,47.0,14.0,11.9,5.85,0.18,43000.0,
7204 CD/P4A,20.0,47.0,14.0,11.9,5.85,0.245,36000.0,53000.0
S7204 CD/P4A,20.0,47.0,14.0,11.9,5.85,0.245,36000.0,
71805 ACD/HCP4,25.0,37.0,7.0,3.9,3.05,0.093,40000.0,63000.0
71805 ACD/P4,25.0,37.0,7.0,3.9,3.05,0.129,34000.0,53000.0
71805 CD/HCP4,25.0,37.0,7.0,4.16,3.2,0.098,45000.0,70000.0
71805 CD/P4,25.0,37.0,7.0,4.16,3.2,0.137,38000.0,56000.0
71905 ACE/P4A,25.0,42.0,9.0,4.94,2.7,0.114,44000.0,68000.0
71905 ACE/P4AH,25.0,42.0,9.0,4.94,2.7,0.114,44000.0,68000.0
71905 ACE/P4AL,25.0,42.0,9.0,4.94,2.7,0.114,44000.0,68000.0
S71905 ACE/P4A,25.0,42.0,9.0,4.94,2.7,0.114,44000.0,
71905 ACE/HCP4A,25.0,42.0,9.0,4.94,2.7,0.114,52000.0,83000.0
71905 ACE/HCP4AH,25.0,42.0,9.0,4.94,2.7,0.114,52000.0,83000.0
71905 ACE/HCP4AL,25.0,42.0,9.0,4.94,2.7,0.114,52000.0,83000.0
S71905 ACE/HCP4A,25.0,42.0,9.0,4.94,2.7,0.114,52000.0,
71905 CE/P4A,25.0,42.0,9.0,5.27,2.85,0.12,49000.0,75000.0
71905 CE/P4AH,25.0,42.0,9.0,5.27,2.85,0.12,49000.0,75000.0
71905 CE/P4AL,25.0,42.0,9.0,5.27,2.85,0.12,49000.0,75000.0
S71905 CE/P4A,25.0,42.0,9.0,5.27,2.85,0.12,49000.0,
71905 CE/HCP4A,25.0,42.0,9.0,5.27,2.85,0.12,58000.0,90000.0
71905 CE/HCP4AH,25.0,42.0,9.0,5.27,2.85,0.12,58000.0,90000.0
71905 CE/HCP4AL,25.0,42.0,9.0,5.27,2.85,0.12,58000.0,90000.0
S71905 CE/HCP4A,25.0,42.0,9.0,5.27,2.85,0.12,58000.0,
71905 ACD/HCP4A,25.0,42.0,9.0,6.37,3.8,0.118,38000.0,56000.0
71905 ACDTP/HCP4B,25.0,42.0,9.0,6.37,3.8,0.118,38000.0,
S71905 ACD/HCP4A,25.0,42.0,9.0,6.37,3.8,0.118,38000.0,
S71905 ACDTP/HCP4B,25.0,42.0,9.0,6.37,3.8,0.118,38000.0,
71905 ACD/P4A,25.0,42.0,9.0,6.37,3.8,0.16,32000.0,48000.0
S71905 ACD/P4A,25.0,42.0,9.0,6.37,3.8,0.16,32000.0,
71905 ACDTP/P4B,25.0,42.0,9.0,6.37,3.8,0.16,34000.0,
S71905 ACDTP/P4B,25.0,42.0,9.0,6.37,3.8,0.16,34000.0,
71905 CD/HCP4A,25.0,42.0,9.0,6.76,4.0,0.125,45000.0,63000.0
71905 CDTP/HCP4B,25.0,42.0,9.0,6.76,4.0,0.125,45000.0,
S71905 CD/HCP4A,25.0,42.0,9.0,6.76,4.0,0.125,45000.0,
S71905 CDTP/HCP4B,25.0,42.0,9.0,6.76,4.0,0.125,45000.0,
71905 CD/P4A,25.0,42.0,9.0,6.76,4.0,0.17,36000.0,53000.0
S71905 CD/P4A,25.0,42.0,9.0,6.76,4.0,0.17,36000.0,
71905 CDTP/P4B,25.0,42.0,9.0,6.76,4.0,0.17,38000.0,
S71905 CDTP/P4B,25.0,42.0,9.0,6.76,4.0,0.17,38000.0,
7005 ACE/HCP4A,25.0,47.0,12.0,7.93,3.9,0.122,50000.0,75000.0
7005 ACE/HCP4AH1,25.0,47.0,12.0,7.93,3.9,0.122,50000.0,75000.0
7005 ACE/HCP4AL,25.0,47.0,12.0,7.93,3.9,0.122,50000.0,75000.0
7005 ACE/HCP4AL1,25.0,47.0,12.0,7.93,3.9,0.122,50000.0,75000.0
7005 ACE/HCP4BVG275,25.0,47.0,12.0,7.93,3.9,0.122,50000.0,
S7005 ACE/HCP4A,25.0,47.0,12.0,7.93,3.9,0.122,50000.0,
S7005 ACE/HCP4BVG275,25.0,47.0,12.0,7.93,3.9,0.122,50000.0,
7005 ACE/P4A,25.0,47.0,12.0,7.93,3.9,0.166,42000.0,63000.0
7005 ACE/P4AH1,25.0,47.0,12.0,7.93,3.9,0.166,42000.0,63000.0
7005 ACE/P4AL,25.0,47.0,12.0,7.93,3.9,0.166,42000.0,63000.0
7005 ACE/P4AL1,25.0,47.0,12.0,7.93,3.9,0.166,42000.0,63000.0
7005 ACE/P4BVG275,25.0,47.0,12.0,7.93,3.9,0.166,42000.0,
S7005 ACE/P4A,25.0,47.0,12.0,7.93,3.9,0.166,42000.0,
S7005 ACE/P4BVG275,25.0,47.0,12.0,7.93,3.9,0.166,42000.0,
S7005 FW/HC,25.0,47.0,12.0,8.19,4.05,0.125,49000.0,
7005 CE/HCP4A,25.0,47.0,12.0,8.32,4.15,0.127,56000.0,85000.0
7005 CE/HCP4AH1,25.0,47.0,12.0,8.32,4.15,0.127,56000.0,85000.0
7005 CE/HCP4AL,25.0,47.0,12.0,8.32,4.15,0.127,56000.0,85000.0
7005 CE/HCP4AL1,25.0,47.0,12.0,8.32,4.15,0.127,56000.0,85000.0
7005 CE/HCP4BVG275,25.0,47.0,12.0,8.32,4.15,0.127,56000.0,
S7005 CE/HCP4A,25.0,47.0,12.0,8.32,4.15,0.127,56000.0,
S7005 CE/HCP4BVG275,25.0,47.0,12.0,8.32,4.15,0.127,56000.0,
7005 CE/P4A,25.0,47.0,12.0,8.32,4.15,0.173,46000.0,70000.0
7005 CE/P4AH1,25.0,47.0,12.0,8.32,4.15,0.173,46000.0,70000.0
7005 CE/P4AL,25.0,47.0,12.0,8.32,4.15,0.173,46000.0,70000.0
7005 CE/P4AL1,25.0,47.0,12.0,8.32,4.15,0.173,46000.0,70000.0
7005 CE/P4BVG275,25.0,47.0,12.0,8.32,4.15,0.173,46000.0,
S7005 CE/P4A,25.0,47.0,12.0,8.32,4.15,0.173,46000.0,
S7005 CE/P4BVG275,25.0,47.0,12.0,8.32,4.15,0.173,46000.0,
7005 ACD/HCP4A,25.0,47.0,12.0,9.23,5.0,0.153,40000.0,60000.0
7005 ACD/HCP4AH,25.0,47.0,12.0,9.23,5.0,0.153,40000.0,60000.0
7005 ACDTP/HCP4B,25.0,47.0,12.0,9.23,5.0,0.153,40000.0,
S7005 ACD/HCP4A,25.0,47.0,12.0,9.23,5.0,0.153,40000.0,
S7005 ACDTP/HCP4B,25.0,47.0,12.0,9.23,5.0,0.153,40000.0,
7005 ACD/P4A,25.0,47.0,12.0,9.23,5.0,0.212,34000.0,50000.0
7005 ACD/P4AH,25.0,47.0,12.0,9.23,5.0,0.212,34000.0,50000.0
7005 ACDTP/P4B,25.0,47.0,12.0,9.23,5.0,0.212,34000.0,
S7005 ACD/P4A,25.0,47.0,12.0,9.23,5.0,0.212,34000.0,
S7005 ACDTP/P4B,25.0,47.0,12.0,9.23,5.0,0.212,34000.0,
7005 CD/HCP4A,25.0,47.0,12.0,9.56,5.2,0.163,43000.0,67000.0
7005 CD/HCP4AH,25.0,47.0,12.0,9.56,5.2,0.163,43000.0,67000.0
7005 CDTP/HCP4B,25.0,47.0,12.0,9.56,5.2,0.163,43000.0,
S7005 CD/HCP4A,25.0,47.0,12.0,9.56,5.2,0.163,43000.0,
S7005 CDTP/HCP4B,25.0,47.0,12.0,9.56,5.2,0.163,43000.0,
7005 CD/P4A,25.0,47.0,12.0,9.56,5.2,0.22,36000.0,56000.0
7005 CD/P4AH,25.0,47.0,12.0,9.56,5.2,0.22,36000.0,56000.0
7005 CDTP/P4B,25.0,47.0,12.0,9.56,5.2,0.22,36000.0,
S7005 CD/P4A,25.0,47.0,12.0,9.56,5.2,0.22,36000.0,
S7005 CDTP/P4B,25.0,47.0,12.0,9.56,5.2,0.22,36000.0,
7205 ACD/HCP4A,25.0,52.0,15.0,13.0,6.95,0.216,32000.0,48000.0
S7205 ACD/HCP4A,25.0,52.0,15.0,13.0,6.95,0.216,32000.0,
7205 ACD/P4A,25.0,52.0,15.0,13.0,6.95,0.29,26000.0,40000.0
S7205 ACD/P4A,25.0,52.0,15.0,13.0,6.95,0.29,26000.0,
7205 CD/HCP4A,25.0,52.0,15.0,13.5,7.2,0.224,38000.0,53000.0
S7205 CD/HCP4A,25.0,52.0,15.0,13.5,7.2,0.224,38000.0,
7205 CD/P4A,25.0,52.0,15.0,13.5,7.2,0.305,30000.0,45000.0
S7205 CD/P4A,25.0,52.0,15.0,13.5,7.2,0.305,30000.0,
71806 ACD/HCP4,30.0,42.0,7.0,4.16,3.55,0.11,34000.0,53000.0
71806 ACD/P4,30.0,42.0,7.0,4.16,3.55,0.15,28000.0,45000.0
71806 CD/HCP4,30.0,42.0,7.0,4.42,3.75,0.116,38000.0,60000.0
71806 CD/P4,30.0,42.0,7.0,4.42,3.75,0.16,32000.0,50000.0
71906 ACB/HCP4A,30.0,47.0,9.0,4.62,3.0,0.093,43000.0,67000.0
S71906 ACB/HCP4A,30.0,47.0,9.0,4.62,3.0,0.093,43000.0,
71906 ACB/P4A,30.0,47.0,9.0,4.62,3.0,0.127,36000.0,56000.0
S71906 ACB/P4A,30.0,47.0,9.0,4.62,3.0,0.127,36000.0,
71906 CB/HCP4A,30.0,47.0,9.0,4.88,3.15,0.098,48000.0,75000.0
S71906 CB/HCP4A,30.0,47.0,9.0,4.88,3.15,0.098,48000.0,
71906 CB/P4A,30.0,47.0,9.0,4.88,3.15,0.134,40000.0,60000.0
S71906 CB/P4A,30.0,47.0,9.0,4.88,3.15,0.134,40000.0,
71906 ACE/P4A,30.0,47.0,9.0,5.27,3.1,0.132,37000.0,58000.0
71906 ACE/P4AH,30.0,47.0,9.0,5.27,3.1,0.132,37000.0,58000.0
71906 ACE/P4AL,30.0,47.0,9.0,5.27,3.1,0.132,37000.0,58000.0
S71906 ACE/P4A,30.0,47.0,9.0,5.27,3.1,0.132,37000.0,
71906 ACE/HCP4A,30.0,47.0,9.0,5.27,3.1,0.132,44000.0,70000.0
71906 ACE/HCP4AH,30.0,47.0,9.0,5.27,3.1,0.132,44000.0,70000.0
71906 ACE/HCP4AL,30.0,47.0,9.0,5.27,3.1,0.132,44000.0,70000.0
S71906 ACE/HCP4A,30.0,47.0,9.0,5.27,3.1,0.132,44000.0,
71906 CE/P4A,30.0,47.0,9.0,5.59,3.25,0.14,41000.0,63000.0
71906 CE/P4AH,30.0,47.0,9.0,5.59,3.25,0.14,41000.0,63000.0
71906 CE/P4AL,30.0,47.0,9.0,5.59,3.25,0.14,41000.0,63000.0
S71906 CE/P4A,30.0,47.0,9.0,5.59,3.25,0.14,41000.0,
71906 CE/HCP4A,30.0,47.0,9.0,5.59,3.25,0.14,49000.0,75000.0
71906 CE/HCP4AH,30.0,47.0,9.0,5.59,3.25,0.14,49000.0,75000.0
71906 CE/HCP4AL,30.0,47.0,9.0,5.59,3.25,0.14,49000.0,75000.0
S71906 CE/HCP4A,30.0,47.0,9.0,5.59,3.25,0.14,49000.0,
71906 ACD/HCP4A,30.0,47.0,9.0,6.76,4.3,0.134,32000.0,48000.0
71906 ACDTP/HCP4B,30.0,47.0,9.0,6.76,4.3,0.134,32000.0,
S71906 ACD/HCP4A,30.0,47.0,9.0,6.76,4.3,0.134,32000.0,
S71906 ACDTP/HCP4B,30.0,47.0,9.0,6.76,4.3,0.134,32000.0,
71906 ACD/P4A,30.0,47.0,9.0,6.76,4.3,0.183,26000.0,40000.0
S71906 ACD/P4A,30.0,47.0,9.0,6.76,4.3,0.183,26000.0,
71906 ACDTP/P4B,30.0,47.0,9.0,6.76,4.3,0.183,30000.0,
S71906 ACDTP/P4B,30.0,47.0,9.0,6.76,4.3,0.183,30000.0,
71906 CD/HCP4A,30.0,47.0,9.0,7.15,4.55,0.143,38000.0,53000.0
71906 CDTP/HCP4B,30.0,47.0,9.0,7.15,4.55,0.143,38000.0,
S71906 CD/HCP4A,30.0,47.0,9.0,7.15,4.55,0.143,38000.0,
S71906 CDTP/HCP4B,30.0,47.0,9.0,7.15,4.55,0.143,38000.0,
71906 CD/P4A,30.0,47.0,9.0,7.15,4.55,0.193,30000.0,45000.0
S71906 CD/P4A,30.0,47.0,9.0,7.15,4.55,0.193,30000.0,
71906 CDTP/P4B,30.0,47.0,9.0,7.15,4.55,0.193,32000.0,
S71906 CDTP/P4B,30.0,47.0,9.0,7.15,4.55,0.193,32000.0,
7006 ACB/HCP4A,30.0,55.0,13.0,6.18,3.9,0.122,40000.0,60000.0
S7006 ACB/HCP4A,30.0,55.0,13.0,6.18,3.9,0.122,40000.0,
7006 ACB/P4A,30.0,55.0,13.0,6.18,3.9,0.166,34000.0,50000.0
S7006 ACB/P4A,30.0,55.0,13.0,6.18,3.9,0.166,34000.0,
7006 CB/HCP4A,30.0,55.0,13.0,6.5,4.15,0.127,43000.0,67000.0
S7006 CB/HCP4A,30.0,55.0,13.0,6.5,4.15,0.127,43000.0,
7006 CB/P4A,30.0,55.0,13.0,6.5,4.15,0.176,36000.0,56000.0
S7006 CB/P4A,30.0,55.0,13.0,6.5,4.15,0.176,36000.0,
7006 ACE/HCP4A,30.0,55.0,13.0,8.84,5.0,0.153,42000.0,65000.0
7006 ACE/HCP4AH1,30.0,55.0,13.0,8.84,5.0,0.153,42000.0,65000.0
7006 ACE/HCP4AL,30.0,55.0,13.0,8.84,5.0,0.153,42000.0,65000.0
7006 ACE/HCP4AL1,30.0,55.0,13.0,8.84,5.0,0.153,42000.0,65000.0
7006 ACE/HCP4BVG275,30.0,55.0,13.0,8.84,5.0,0.153,42000.0,
S7006 ACE/HCP4A,30.0,55.0,13.0,8.84,5.0,0.153,42000.0,
S7006 ACE/HCP4BVG275,30.0,55.0,13.0,8.84,5.0,0.153,42000.0,
7006 ACE/P4A,30.0,55.0,13.0,8.84,5.0,0.212,35000.0,54000.0
7006 ACE/P4AH1,30.0,55.0,13.0,8.84,5.0,0.212,35000.0,54000.0
7006 ACE/P4AL,30.0,55.0,13.0,8.84,5.0,0.212,35000.0,54000.0
7006 ACE/P4AL1,30.0,55.0,13.0,8.84,5.0,0.212,35000.0,54000.0
7006 ACE/P4BVG275,30.0,55.0,13.0,8.84,5.0,0.212,35000.0,
S7006 ACE/P4A,30.0,55.0,13.0,8.84,5.0,0.212,35000.0,
S7006 ACE/P4BVG275,30.0,55.0,13.0,8.84,5.0,0.212,35000.0,
S7006 FW/HC,30.0,55.0,13.0,9.23,5.2,0.16,41000.0,
7006 CE/HCP4A,30.0,55.0,13.0,9.36,5.2,0.16,47000.0,73000.0
7006 CE/HCP4AH1,30.0,55.0,13.0,9.36,5.2,0.16,47000.0,73000.0
7006 CE/HCP4AL,30.0,55.0,13.0,9.36,5.2,0.16,47000.0,73000.0
7006 CE/HCP4AL1,30.0,55.0,13.0,9.36,5.2,0.16,47000.0,73000.0
7006 CE/HCP4BVG275,30.0,55.0,13.0,9.36,5.2,0.16,47000.0,
S7006 CE/HCP4A,30.0,55.0,13.0,9.36,5.2,0.16,47000.0,
S7006 CE/HCP4BVG275,30.0,55.0,13.0,9.36,5.2,0.16,47000.0,
7006 CE/P4A,30.0,55.0,13.0,9.36,5.2,0.22,39000.0,60000.0
7006 CE/P4AH1,30.0,55.0,13.0,9.36,5.2,0.22,39000.0,60000.0
7006 CE/P4AL,30.0,55.0,13.0,9.36,5.2,0.22,39000.0,60000.0
7006 CE/P4AL1,30.0,55.0,13.0,9.36,5.2,0.22,39000.0,60000.0
7006 CE/P4BVG275,30.0,55.0,13.0,9.36,5.2,0.22,39000.0,
S7006 CE/P4A,30.0,55.0,13.0,9.36,5.2,0.22,39000.0,
S7006 CE/P4BVG275,30.0,55.0,13.0,9.36,5.2,0.22,39000.0,
7006 ACD/HCP4A,30.0,55.0,13.0,13.8,7.65,0.236,34000.0,53000.0
7006 ACD/HCP4AH,30.0,55.0,13.0,13.8,7.65,0.236,34000.0,53000.0
7006 ACDTP/HCP4B,30.0,55.0,13.0,13.8,7.65,0.236,34000.0,
S7006 ACD/HCP4A,30.0,55.0,13.0,13.8,7.65,0.236,34000.0,
S7006 ACDTP/HCP4B,30.0,55.0,13.0,13.8,7.65,0.236,34000.0,
7006 ACD/P4A,30.0,55.0,13.0,13.8,7.65,0.325,28000.0,43000.0
7006 ACD/P4AH,30.0,55.0,13.0,13.8,7.65,0.325,28000.0,43000.0
7006 ACDTP/P4B,30.0,55.0,13.0,13.8,7.65,0.325,28000.0,
S7006 ACD/P4A,30.0,55.0,13.0,13.8,7.65,0.325,28000.0,
S7006 ACDTP/P4B,30.0,55.0,13.0,13.8,7.65,0.325,28000.0,
7006 CD/HCP4A,30.0,55.0,13.0,14.3,8.0,0.245,38000.0,56000.0
7006 CD/HCP4AH,30.0,55.0,13.0,14.3,8.0,0.245,38000.0,56000.0
7006 CDTP/HCP4B,30.0,55.0,13.0,14.3,8.0,0.245,38000.0,
S7006 CD/HCP4A,30.0,55.0,13.0,14.3,8.0,0.245,38000.0,
S7006 CDTP/HCP4B,30.0,55.0,13.0,14.3,8.0,0.245,38000.0,
7006 CD/P4A,30.0,55.0,13.0,14.3,8.0,0.34,32000.0,48000.0
7006 CD/P4AH,30.0,55.0,13.0,14.3,8.0,0.34,32000.0,48000.0
7006 CDTP/P4B,30.0,55.0,13.0,14.3,8.0,0.34,32000.0,
S7006 CD/P4A,30.0,55.0,13.0,14.3,8.0,0.34,32000.0,
S7006 CDTP/P4B,30.0,55.0,13.0,14.3,8.0,0.34,32000.0,
7206 ACD/HCP4A,30.0,62.0,16.0,23.4,15.3,0.475,26000.0,40000.0
S7206 ACD/HCP4A,30.0,62.0,16.0,23.4,15.3,0.475,26000.0,
7206 ACD/P4A,30.0,62.0,16.0,23.4,15.3,0.64,20000.0,34000.0
S7206 ACD/P4A,30.0,62.0,16.0,23.4,15.3,0.64,20000.0,
7206 CD/HCP4A,30.0,62.0,16.0,24.2,16.0,0.49,32000.0,45000.0
S7206 CD/HCP4A,30.0,62.0,16.0,24.2,16.0,0.49,32000.0,
7206 CD/P4A,30.0,62.0,16.0,24.2,16.0,0.67,24000.0,38000.0
S7206 CD/P4A,30.0,62.0,16.0,24.2,16.0,0.67,24000.0,
71807 ACD/HCP4,35.0,47.0,7.0,4.36,4.05,0.125,30000.0,48000.0
71807 ACD/P4,35.0,47.0,7.0,4.36,4.05,0.173,26000.0,40000.0
71807 CD/HCP4,35.0,47.0,7.0,4.62,4.3,0.134,34000.0,53000.0
71807 CD/P4,35.0,47.0,7.0,4.62,4.3,0.183,28000.0,43000.0
71907 ACB/HCP4A,35.0,55.0,10.0,4.88,3.45,0.106,36000.0,56000.0
S71907 ACB/HCP4A,35.0,55.0,10.0,4.88,3.45,0.106,36000.0,
71907 ACB/P4A,35.0,55.0,10.0,4.88,3.45,0.146,30000.0,48000.0
S71907 ACB/P4A,35.0,55.0,10.0,4.88,3.45,0.146,30000.0,
71907 CB/HCP4A,35.0,55.0,10.0,5.07,3.65,0.114,40000.0,63000.0
S71907 CB/HCP4A,35.0,55.0,10.0,5.07,3.65,0.114,40000.0,
71907 CB/P4A,35.0,55.0,10.0,5.07,3.65,0.156,34000.0,53000.0
S71907 CB/P4A,35.0,55.0,10.0,5.07,3.65,0.156,34000.0,
71907 ACE/P4A,35.0,55.0,10.0,7.28,4.5,0.19,32000.0,50000.0
71907 ACE/P4AH,35.0,55.0,10.0,7.28,4.5,0.19,32000.0,50000.0
71907 ACE/P4AL,35.0,55.0,10.0,7.28,4.5,0.19,32000.0,50000.0
S71907 ACE/P4A,35.0,55.0,10.0,7.28,4.5,0.19,32000.0,
71907 ACE/HCP4A,35.0,55.0,10.0,7.28,4.5,0.19,38000.0,60000.0
71907 ACE/HCP4AH,35.0,55.0,10.0,7.28,4.5,0.19,38000.0,60000.0
71907 ACE/HCP4AL,35.0,55.0,10.0,7.28,4.5,0.19,38000.0,60000.0
S71907 ACE/HCP4A,35.0,55.0,10.0,7.28,4.5,0.19,38000.0,
71907 CE/P4A,35.0,55.0,10.0,7.61,4.75,0.2,36000.0,54000.0
71907 CE/P4AH,35.0,55.0,10.0,7.61,4.75,0.2,36000.0,54000.0
71907 CE/P4AL,35.0,55.0,10.0,7.61,4.75,0.2,36000.0,54000.0
S71907 CE/P4A,35.0,55.0,10.0,7.61,4.75,0.2,36000.0,
71907 CE/HCP4A,35.0,55.0,10.0,7.61,4.75,0.2,43000.0,65000.0
71907 CE/HCP4AH,35.0,55.0,10.0,7.61,4.75,0.2,43000.0,65000.0
71907 CE/HCP4AL,35.0,55.0,10.0,7.61,4.75,0.2,43000.0,65000.0
S71907 CE/HCP4A,35.0,55.0,10.0,7.61,4.75,0.2,43000.0,
71907 ACD/HCP4A,35.0,55.0,10.0,9.23,6.2,0.19,28000.0,43000.0
71907 ACDTP/HCP4B,35.0,55.0,10.0,9.23,6.2,0.19,28000.0,
S71907 ACD/HCP4A,35.0,55.0,10.0,9.23,6.2,0.19,28000.0,
S71907 ACDTP/HCP4B,35.0,55.0,10.0,9.23,6.2,0.19,28000.0,
71907 ACD/P4A,35.0,55.0,10.0,9.23,6.2,0.26,22000.0,36000.0
71907 ACDTP/P4B,35.0,55.0,10.0,9.23,6.2,0.26,22000.0,
S71907 ACD/P4A,35.0,55.0,10.0,9.23,6.2,0.26,22000.0,
S71907 ACDTP/P4B,35.0,55.0,10.0,9.23,6.2,0.26,22000.0,
